title,location,Main_task,qualifications,Preferred_Qualifications,skils,url
Localization Engineer (Junior),서울 영등포구,"- 자율주행 차량을 위한 측위 (localization) 및 지도제작 (mapping) 알고리즘 개발
- 측위와 지도제작 알고리즘 개발 이전에 필요한 calibration과 같은 센서 시스템 관련 개발
- DevOps, Perception, Planning 등 다른 분야의 엔지니어들과의 협업","**아래의 모든 자격요건들을 갖추신 분**

- 컴퓨터 공학, 전기전자 공학 등 관련 학과 4년제 대학을 졸업한 분
- SLAM, Localization, Mapping 관련 지식을 보유하고 프로젝트를 경험한 분
- C++ 프로그래밍 경험이 있는 분","**다음 중 하나 이상을 만족하시는 분**

- SLAM 관련 상용 제품 개발 경험 혹은 오픈소스에 핵심 기여 경험이 있는 분
- 자율주행 시스템 전반에 대해서 이해도가 높은 분
- X86 아키텍처 외의 환경에서의 개발 경험이 있는 분
- Docker 컨테이너에 대한 지식 및 사용 경험이 있는 분
- ROS, ROS2 사용 경험이 있는 분
- CUDA 프로그래밍 등 최적화 지식이나 경험이 있는 분
- LiDAR, Camera, IMU 등 다양한 센서를 사용한 경험이 있는 분
- 알려지지 않은 문제를 찾아서 해결하는 과정 전체를 주도적으로 이끌 수 있는 분",[],https://www.wanted.co.kr/wd/239419
AI Engineer,서울 중구,"• 주어진 비즈니스 문제를 가장 효과적으로 해결할 수 있는 AI 기술을 탐색합니다.
• 최신 ML/DL 기술을 follow-up 하고 우리 팀의 문제해결에 도움을 줄 수 있는지 검토합니다.
• 개발한 ML/DL 모델을 학습하고 정확하게 평가합니다.
• Data Engineer, SW Engineer와 협업하여 모델을 배포하고 평가합니다.","• PyTorch를 활용한 딥러닝 모델 구현 경험이 있고, 최신 딥러닝 논문을 빠르게 이해하고 정확히 구현할 수 있는 분
• AI 관련 분야 전반, 머신러닝, 딥러닝 이론에 대한 전반적인 이해가 있는 분","• 국제학술지,학술대회에 1저자로 논문 게재 경험이 있는 분",[],https://www.wanted.co.kr/wd/241585
병역특례 전문연구요원 (석사 이상),서울 동작구,"• 오픈 소스 AI 모델을 활용한 고객 가치 창출
• AI 배포 및 모니터링 (Docker, Kubernetes 등 활용)
• 협동지능 (AI Agent Collaborative Intelligence) 활용","• Python을 이용한 개발이 능숙하신 분
• Tensorflow / Pytorch 등 딥러닝 프레임워크에 익숙하신 분
• 오픈소스 AI 모델들을 활용해서 서비스를 제작해 본 경험이 있으신 분
• Docker를 이용한 Container 기술에 익숙하신 분
• 2년 이상의 Machine Learning을 활용한 서비스 개발 경험 또는 관련 석사 학위 이상이 있으신 분
• 새로운 연구 혹은 개발 방향성을 제시할 수 있는 능력을 갖추신 분","• 대규모 상용 ML(ex. CV, OCR, NLP, RecSys 등) 제품 개발 경험이 있으신 분
• 대규모 요청에 대한 아키텍처 설계 및 성능 튜닝 경험을 보유하신 분
• 대형 모델을 배포 및 유지 보수 해본 경험이 있으신 분","['Github', 'iOS', 'Python', 'Docker']",https://www.wanted.co.kr/wd/240343
신입 Software Engineer (Data),서울 강남구,"클럼엘의 신입 데이터 소프트웨어 엔지니어는 시니어가 디자인한 모듈의 일부를 구현하게 됩니다. GitHub의 issue로 구현할 작업이 기술되어 있고, 이 issue가 여러분에게 할당됩니다. 시니어나 혹은 동료들과 소통을 통해서 궁금한 사항을 확인하고 나면 코드를 만듭니다. 코드 작성 완료 후 시니어나 동료들이 코드를 리뷰하고 의견을 줍니다. 이 과정을 반복하는 과정에서 해당 모듈 책임자가 적절한 시점에 코드를 승인합니다. 작성된 코드가 원하는 데이터 분석 결과를 내는지 검증 과정이 매우 중요합니다. 회사가 사용하는 데이터를 기본으로 하고, 필요 시 추가 데이터를 확보합니다. 이 과정은 지원 부서의 도움을 받게 됩니다. 데이터를 작성 코드로 분석한 결과가 적절한지 다양한 데이터 분석 기법을 활용하여 판단합니다. 결과에 따라 추가적인 코드 수정 의견을 제시한다면 더욱 좋습니다.


데이터 소프트웨어 엔지니어의 업무 목록입니다.

[머신러닝 알고리즘 구현]
• 클럼엘이 자체 개발한 하기 알고리즘의 고도화
- 패턴 인식 클러스터링
- 계층 클러스터링
- 시계열 클러스터링
- DBSCAN
- OPTICS

• 새로운 알고리즘 구현


[비지도학습 기반 위협 탐지 모델 개발]
• 네트워크 데이터 기반 (NDR)
- 클럼엘이 구현한 알고리즘을 바탕으로 비정상 행위 탐지 모델링

• 단말 데이터 기반 (EDR)
- 단말 데이터를 활용하여 비정상 행위 탐지 모델링

• 네트워크와 단말 데이터 동시 기반 (XDR)
- 네트워크 및 단말 데이터를 동시에 활용하여 비정상이나 위협 탐지 모델링


[준지도학습 기반 위협 탐지 모델 개발]
• 딥러닝 등 지도학습 활용하여 위협 유형별 탐지 모델링

• 지도학습과 비지도학습을 동시 또는 순차적으로 활용하여 위협 유형별 탐지 모델링


[위협 탐지 외의 도메인에서 데이터 분석 모델링]
• 정보유출 모델링

• 네트워크 및 시스템 장애 또는 비정상 예측 모델링



[클럼엘의 채용 절차]
서류심사 - 코딩 테스트 - 1차 인터뷰(직무 적합성) - 2차 인터뷰(조직 적합성) - 합류!

• 서류심사
- 지원서 검토 후 일주일 이내 전화/이메일로 결과 안내 연락을 드립니다.
- 서류합격 이후, 1차 인터뷰 전 사전 인터뷰가 있을 수 있습니다.

• 코딩 테스트(사전 과제)
- 코딩 테스트(사전 과제)가 필요한 경우, 코딩 테스트(사전 과제)를 진행합니다.
- 코딩 테스트는 Google Meet를 통해 라이브로 진행됩니다.
- 사전과제는 직무별로 과제를 메일로 송부드릴 예정입니다.
- 코딩 테스트(사전 과제)를 진행하지 않는 경우에는 1차 인터뷰가 진행됩니다.
- 코딩 테스트 이후 전화/이메일로 결과 안내 연락을 드립니다.

• 1차 인터뷰(직무 적합성)
- 포지션 및 상황에 따라 1대 1 혹은 다대 1 면접이 진행됩니다.
- 인터뷰는 대면 혹은 비대면으로 진행되며, 지원 포지션의 실무진과 진행됩니다.
- 대면으로 진행되는 경우, 대표 인터뷰까지 하루에 같이 진행됩니다.
- 비대면으로 진행되는 경우, Google Meet를 통해 진행되며, 링크가 포함된 초대장을 별도로 송부드릴 예정입니다.
- 인터뷰 이후 이메일로 결과를 안내 드립니다.

• 2차 인터뷰(조직 적합성)
- 포지션 및 상황에 따라 1대 1 혹은 다대 1 면접이 진행됩니다.
- 인터뷰는 사무실 방문을 통해 대면으로 진행되며, 임원 혹은 대표이사와 진행됩니다.
- 다만, 부득이한 경우 Google Meet를 통해 비대면으로 진행됩니다.
- 최종 합격 결과는 인터뷰 이후 전화 혹은 이메일로 안내 드립니다.

[제출서류]
이력서(필수), 자기소개서(선택), 포트폴리오(선택)","• 이공계 학사 졸업 또는 졸업 예정이신 분
• C++, C#, Java, Rust 중 1개 이상 코딩 경험이 있으신 분
• Git 버전 관리 시스템 사용 경험이 있으신 분","• Rust 개발 경험이 있으신 분
• 보안 솔루션 기업 혹은 네트워크 보안 기업 경력을 보유하신 분
• 머신러닝 데이터 분석 경험이 있으신 분
• 클라우드 환경에서 업무 경험이 있으신 분
• 컴퓨터 공학 및 유관학과 학사 이상의 학위를 소지하신 분",[],https://www.wanted.co.kr/wd/239469
"Research Scientist, AI for Neuroimaging(전문연가능)",서울 서초구,"[Snapshot]
Research scientists of the BRAIN (Brain Research & AI for Neuroimaging) team study, as expected, how artificial intelligence can resolve unmet needs in neuroimaging analysis at clinical setting. We are also interested in using our solution to understand the mechanism of neurodegenerative diseases better.

[About us]
• VUNO BRAIN (Brain Research and AI for Neuroimaging) team is a group of enthusiastic, proficient, and warm-hearted AI Researchers. Our mission is to develop AI-supported quantitative MRI workflow to support diagnosis, prognosis, and monitoring of neurological disorders, especially Alzheimer’s disease and related dementia.
• We use our technologies and experience for proactive impatient care. We encourage an open and friendly atmosphere to share one’s research interests and innovative thoughts. Also, you may participate in active collaboration opportunities with fellow researchers in VUNO as well as medical doctors in South Korea / Worldwide.

[About the Role]
Research Scientists at VUNO lead our efforts in developing novel algorithmic architecture towards the end goal of solving unmet needs in various clinical practices.

[Key Responsibilities]
• Develop and validate innovative AI algorithms for the analysis and interpretation of various neurological biomarkers, including brain MRI, PET, and clinical data.
• Conduct explanatory data analysis to create data-centric AI algorithms focused on diagnosing neurodegenerative disorders.
• Collaborate with product management and software engineering teams to build, optimize, deploy, and maintain AI pipelines.
• Present research findings and developments verbally and in writing at top-tier ML conferences, clinical journals, and/or conferences.
• Collaborate with medical doctors and other researchers to translate research achievements into practical applications for the medical field, especially in neurology, neuroradiology, and psychiatry.
• Keep updated with the latest medical imaging research trends and share knowledge with the team.","[About You]
In order to set you up for success as an AI Research Scientist at VUNO BRAIN Team, we look for the following skills and experience.

• MSc. in Computer Science, Biomedical Engineering, Brain and Cognitive Sciences, Bioinformatics or relevant experience.
• Demonstrated ability and potential to design, implement, and apply AI / ML models for the analysis of various neurological biomarkers.
• Proficiency in Python and machine learning frameworks (e.g. PyTorch)
• Business-level proficiency in Korean (both verbal and written)
• Fluency in English (both verbal and written)
• A real passion for medical AI !","In addition, the following skills and experience would be an advantage, but we DO NOT expect that a successful candidate would have all of these:

• 1st author of paper(s) in top-tier Computer Vision ML/DL or Medical Imaging conferences or journals (e.g. CVPR/ICCV/ECCV, NeurIPS/ICLR/ICML, or MedIA/TMI/MICCAI).
• Experience in AI research done with real-world data, including your efforts in data collection, annotation, preprocessing, and management.
• Experience in neuroimaging data (sMRI, fMRI, PET) preprocessing and reconstruction with neuroimaging libraries, such as FreeSurfer, FSL, Nibabel.
• Familiarity with Git, Docker, AimStack, MLflow, or other software development practices and MLOps engineering.
• Experience in biostatistics and involvement in clinical trials.",[],https://www.wanted.co.kr/wd/239104
머신러닝 R&D 엔지니어,서울 관악구,"• 머신러닝 연구개발
• Computer vision applications
• NLP/LLM applications","• Python, Pytorch경험자
• 머신러닝, 딥러닝 관련 연구/개발 경험","• 전문연구요원 지원 우대
• 관련 전공자(석사 이상) 우대
• AI 최적화, 경량화 유경험
• 딥러닝 최적화 (Tensor RT, CUDA, C++ 등)
• AI systems SW 개발 (UI 등)",[],https://www.wanted.co.kr/wd/236695
Deep Learning Engineer,서울 강남구,"- On-device AI를 위한 AI Task 개발
- On-device AI Framework (ZETIC.MLange) 개발
- AI application을 위한 pipeline 구축","- 관련 분야의 학사 학위 이상을 보유하신 분 또는 연구/개발 경험이 있는 학생
- Python 등 능숙한 프로그래밍 스킬
- PyTorch, ONNX 등 ML Framework에 익숙하신 분
- Computer Vision, NLP 등 AI를 이용한 응용분야에 관심이 많으신 분
- On-device AI에 관심이 많으신 분","- C++ 프로그래밍 스킬 보유
- AI Application 개발 경험","['C / C++', 'Python', 'C++']",https://www.wanted.co.kr/wd/234409
[전문연구요원 가능] 인공지능 연구원 (신입),서울 종로구,"• 의료용 내시경 영상 분석을 위한 딥러닝 모델 설계 및 개발
• 전동식 내시경 자율제어를 위한 딥러닝 모델 설계 및 개발","• Deep Learning framework (PyTorch, TensorFlow 2.0+, TensorRT 등) 에 대한 구현 경험
• 최신 Deep Learning 논문을 이해하고 구현할 수 있는 역량
• Linux 기반 C/C++, Python Programming 경험
• 관련 분야 학위자 (컴퓨터공학, 전자공학, 의공학 등)
• 해외여행에 결격사유가 없는자","• 해당 분야 석사/박사 학위
• Deep Learning framework (PyTorch, TensorFlow, TensorRT 등) 에 대한 Contributor 수준의 구현 경험
• 의료영상 및 자율제어 관련 Deep Learning 연구 개발 경험
• 관련 분야 주요 학회 (ICCV, CVPR, ICLR, ICML, ECCV 등) 발표 및 주요 학술지 논문 게재 경험
• 관련 분야 대회 입상 경험","['Github', 'Slack', 'Linux', 'Scikit-Learn', 'C / C++', 'Python', 'C', 'C++', 'Ubuntu', 'CUDA', 'NumPy', 'Notion']",https://www.wanted.co.kr/wd/147486
인공지능 전문가,경기 용인시,"• 비침습 혈당측정을 위한 딥러닝 알고리즘 개발
• 센서 신호 데이터의 전처리","• 성별, 나이 무관
• 인공지능 분야 대학원 전공 또는 인공지능 분야 경력자
• 엔지니어, 리더, C-level 모두 채용 고려",• 인공지능 개발팀을 리딩할 수 있는 역량과 경험을 갖춘 분,"['Github', 'Pytorch', 'Tensorflow', 'Python']",https://www.wanted.co.kr/wd/221103
AI 최적화 엔지니어,서울 관악구,"- AI NPU/GPU 최적화 개발
- AI Model quantization/pruning tool 개발
- 사용 환경; Onnx runtime, Tensor RT, Tensorflow Lite, CUDA, C++ 등","- Pytorch, Python, C++/C# 개발 경력자
- LLVM, MLIR 프레임워크 연구/개발 유경험자
- AI 최적화 유경험자
- AI 최적화, 경량화 유경험자 (CUDA, Onnx runtime, TensorRT, TF Lite, Embedded Sytem AI 구현)","- LLVM, MLIR 프레임워크 연구/개발 유경험자
- CUDA 개발 유경험자
- Pytorch, Onnx, Tensor RT 유경험자
- 컴파일러 관련 과목 수강자
- 관련 전공자(석사 이상) 우대","['Pytorch', 'Python', 'C++', 'CUDA']",https://www.wanted.co.kr/wd/215492
[신입] VISION AI 연구/개발 분야 (팀원),서울 강남구,"• VISION 딥러닝/머신러닝 솔루션 연구 및 개발

• 이미지 분류 및 예측을 위한 딥러닝 모델 개발

• 기존 AI 고도화","• 전공: 공학계열 (컴퓨터공학 또는 수학 전공 등) 우대

• 학력: 대학교 관련 학부 졸업 또는 졸업 예정

• 경력: AI 공부 또는 연구를 하신 분 (Vision AI 관련 연구 우대)

• Python 언어에 능숙하고, CNN, Visual Transformer(ViT) 구조의 모델을 만드는데 익숙한 분

• 영어 논문 및 기술자료를 읽고 최신 기술 Trend를 follow-up 할 수 있는 분","• 컴퓨터 비전 관련 학회에 제1저자 혹은 교신저자로 논문 게재

• 문제를 찾고 해결하는 과정에서 성취감을 느끼시는 분

• 다양한 영상 또는 이미지에 대하여 딥러닝을 활용한 연구 경력

• unsupervised 또는 self / semi / weakly supervised 딥러닝 모델 개발을 할 수 있는 분","['Github', 'Flutter']",https://www.wanted.co.kr/wd/182774
